"No.","Time","Source","Destination","Protocol","Length","Info"
"651","231.212839","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5175 Ack=5303 Win=1425 Len=110 TSval=591771 TSecr=3801381598 [TCP segment of a reassembled PDU]"
"652","231.212864","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5303 Ack=5285 Win=501 Len=0 TSval=3801381603 TSecr=591771"
"653","232.081640","192.168.1.7","216.58.222.109","UDP","75","34460  >  443 Len=33"
"654","232.159600","216.58.222.109","192.168.1.7","UDP","67","443  >  34460 Len=25"
"655","236.213849","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5303 Ack=5285 Win=501 Len=110 TSval=3801386604 TSecr=591771 [TCP segment of a reassembled PDU]"
"656","236.220181","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5285 Ack=5413 Win=1425 Len=110 TSval=592272 TSecr=3801386604 [TCP segment of a reassembled PDU]"
"657","236.220214","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5413 Ack=5395 Win=501 Len=0 TSval=3801386610 TSecr=592272"
"658","241.221663","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5413 Ack=5395 Win=501 Len=110 TSval=3801391612 TSecr=592272 [TCP segment of a reassembled PDU]"
"659","241.231660","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5395 Ack=5523 Win=1425 Len=110 TSval=592773 TSecr=3801391612 [TCP segment of a reassembled PDU]"
"660","241.231695","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5523 Ack=5505 Win=501 Len=0 TSval=3801391622 TSecr=592773"
"661","246.232605","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5523 Ack=5505 Win=501 Len=110 TSval=3801396623 TSecr=592773 [TCP segment of a reassembled PDU]"
"662","246.239150","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5505 Ack=5633 Win=1425 Len=110 TSval=593274 TSecr=3801396623 [TCP segment of a reassembled PDU]"
"663","246.239185","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5633 Ack=5615 Win=501 Len=0 TSval=3801396629 TSecr=593274"
"664","246.694957","192.168.1.7","172.217.2.227","UDP","111","37835  >  443 Len=69"
"665","246.878449","192.168.1.2","224.0.0.251","MDNS","136","Standard query 0x000f PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"666","246.878502","192.168.1.5","224.0.0.251","MDNS","456","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"667","246.878513","192.168.1.5","224.0.0.251","MDNS","408","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"668","247.085784","192.168.1.7","157.240.216.60","TLSv1.2","97","Application Data"
"669","247.149176","157.240.216.60","192.168.1.7","TCP","66","443  >  38590 [ACK] Seq=8093 Ack=436 Win=202 Len=0 TSval=207922206 TSecr=1151796030"
"670","247.237233","157.240.216.60","192.168.1.7","TLSv1.2","104","Application Data"
"671","247.237265","192.168.1.7","157.240.216.60","TCP","66","38590  >  443 [ACK] Seq=436 Ack=8131 Win=501 Len=0 TSval=1151796181 TSecr=207922294"
"672","248.312204","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"673","248.312241","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"674","250.683532","192.168.1.7","64.233.190.188","TCP","66","[TCP Keep-Alive] 34116  >  443 [ACK] Seq=27 Ack=27 Win=501 Len=0 TSval=3028786492 TSecr=3733879421"
"675","250.781425","64.233.190.188","192.168.1.7","TCP","66","[TCP Keep-Alive ACK] 443  >  34116 [ACK] Seq=27 Ack=28 Win=265 Len=0 TSval=3733924520 TSecr=3028695646"
"676","250.911632","192.168.1.7","34.247.232.119","TLSv1.2","97","Encrypted Alert"
"677","250.911670","192.168.1.7","34.247.232.119","TCP","66","57428  >  443 [FIN, ACK] Seq=999 Ack=4024 Win=64128 Len=0 TSval=3567495308 TSecr=4027650508"
"678","251.240264","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5633 Ack=5615 Win=501 Len=110 TSval=3801401630 TSecr=593274 [TCP segment of a reassembled PDU]"
"679","251.291762","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5615 Ack=5743 Win=1425 Len=110 TSval=593779 TSecr=3801401630 [TCP segment of a reassembled PDU]"
"680","251.291790","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5743 Ack=5725 Win=501 Len=0 TSval=3801401682 TSecr=593779"
"681","251.475537","192.168.1.7","34.247.232.119","TCP","66","[TCP Retransmission] 57428  >  443 [FIN, ACK] Seq=999 Ack=4024 Win=64128 Len=0 TSval=3567495872 TSecr=4027650508"
"682","252.179547","192.168.1.7","34.247.232.119","TCP","97","[TCP Retransmission] 57428  >  443 [FIN, PSH, ACK] Seq=968 Ack=4024 Win=64128 Len=31 TSval=3567496576 TSecr=4027650508"
"683","253.587548","192.168.1.7","34.247.232.119","TCP","97","[TCP Retransmission] 57428  >  443 [FIN, PSH, ACK] Seq=968 Ack=4024 Win=64128 Len=31 TSval=3567497984 TSecr=4027650508"
"684","256.293144","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5743 Ack=5725 Win=501 Len=110 TSval=3801406683 TSecr=593779 [TCP segment of a reassembled PDU]"
"685","256.298692","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5725 Ack=5853 Win=1425 Len=110 TSval=594280 TSecr=3801406683 [TCP segment of a reassembled PDU]"
"686","256.298711","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5853 Ack=5835 Win=501 Len=0 TSval=3801406689 TSecr=594280"
"687","256.531594","192.168.1.7","34.247.232.119","TCP","97","[TCP Retransmission] 57428  >  443 [FIN, PSH, ACK] Seq=968 Ack=4024 Win=64128 Len=31 TSval=3567500928 TSecr=4027650508"
"688","258.835583","192.168.1.7","192.168.1.5","TCP","66","[TCP Dup ACK 89#5] 40280  >  8008 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=3801409226 TSecr=590028"
"689","258.839507","192.168.1.5","192.168.1.7","TCP","66","[TCP Dup ACK 90#5] [TCP ACKed unseen segment] 8008  >  40280 [ACK] Seq=1 Ack=2 Win=1375 Len=0 TSval=594534 TSecr=3797710348"
"690","260.907129","192.168.1.5","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 3717effb6196dba0._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 35313 3717effb6196dba0.local TXT A 192.168.1.5"
"691","261.085699","192.168.1.7","157.240.216.60","TLSv1.2","97","Application Data"
"692","261.147983","157.240.216.60","192.168.1.7","TCP","66","443  >  38590 [ACK] Seq=8131 Ack=467 Win=202 Len=0 TSval=207936204 TSecr=1151810030"
"693","261.159939","192.168.1.7","216.58.222.109","UDP","108","34460  >  443 Len=66"
"694","261.235551","157.240.216.60","192.168.1.7","TLSv1.2","104","Application Data"
"695","261.235572","192.168.1.7","157.240.216.60","TCP","66","38590  >  443 [ACK] Seq=467 Ack=8169 Win=501 Len=0 TSval=1151810180 TSecr=207936292"
"696","261.299487","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5853 Ack=5835 Win=501 Len=110 TSval=3801411690 TSecr=594280 [TCP segment of a reassembled PDU]"
"697","261.324236","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5835 Ack=5963 Win=1425 Len=110 TSval=594781 TSecr=3801411690 [TCP segment of a reassembled PDU]"
"698","261.324259","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=5963 Ack=5945 Win=501 Len=0 TSval=3801411714 TSecr=594781"
"699","261.931218","192.168.1.5","224.0.0.251","MDNS","247","Standard query response 0x0000 PTR 3717effb6196dba0._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 35313 3717effb6196dba0.local TXT A 192.168.1.5"
"700","262.035671","192.168.1.7","34.253.97.22","TLSv1.2","97","Encrypted Alert"
"701","262.035702","192.168.1.7","34.253.97.22","TCP","66","56314  >  443 [FIN, ACK] Seq=1112 Ack=4043 Win=64128 Len=0 TSval=3208512592 TSecr=823210077"
"702","262.163595","192.168.1.7","34.247.232.119","TCP","97","[TCP Retransmission] 57428  >  443 [FIN, PSH, ACK] Seq=968 Ack=4024 Win=64128 Len=31 TSval=3567506560 TSecr=4027650508"
"703","262.579588","192.168.1.7","34.253.97.22","TCP","66","[TCP Retransmission] 56314  >  443 [FIN, ACK] Seq=1112 Ack=4043 Win=64128 Len=0 TSval=3208513136 TSecr=823210077"
"704","262.852836","34.253.97.22","192.168.1.7","TCP","78","[TCP Previous segment not captured] 443  >  56314 [ACK] Seq=4075 Ack=1113 Win=29440 Len=0 TSval=823270900 TSecr=3208513136 SLE=1112 SRE=1113"
"705","262.861035","34.253.97.22","192.168.1.7","TCP","66","[TCP Out-Of-Order] 443  >  56314 [FIN, ACK] Seq=4074 Ack=1113 Win=29440 Len=0 TSval=823270945 TSecr=3208513136"
"706","262.861053","192.168.1.7","34.253.97.22","TCP","54","56314  >  443 [RST] Seq=1113 Win=0 Len=0"
"707","262.931532","192.168.1.7","192.168.1.5","TCP","66","[TCP Dup ACK 98#5] 40286  >  8008 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=3801413322 TSecr=590438"
"708","262.935601","192.168.1.5","192.168.1.7","TCP","66","[TCP Dup ACK 99#5] [TCP ACKed unseen segment] 8008  >  40286 [ACK] Seq=1 Ack=2 Win=1358 Len=0 TSval=594944 TSecr=3797710107"
"709","266.325632","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=5963 Ack=5945 Win=501 Len=110 TSval=3801416716 TSecr=594781 [TCP segment of a reassembled PDU]"
"710","266.334045","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=5945 Ack=6073 Win=1425 Len=110 TSval=595283 TSecr=3801416716 [TCP segment of a reassembled PDU]"
"711","266.334076","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6073 Ack=6055 Win=501 Len=0 TSval=3801416724 TSecr=595283"
"712","266.846479","192.168.1.2","224.0.0.251","MDNS","136","Standard query 0x0010 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"713","266.846519","192.168.1.5","224.0.0.251","MDNS","456","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"714","266.846526","192.168.1.5","224.0.0.251","MDNS","408","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"715","267.869779","Fiberhom_dd:8c:b8","IntelCor_7a:04:86","ARP","42","Who has 192.168.1.7? Tell 192.168.1.1"
"716","267.869789","IntelCor_7a:04:86","Fiberhom_dd:8c:b8","ARP","42","192.168.1.7 is at 64:32:a8:7a:04:86"
"717","271.335440","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=6073 Ack=6055 Win=501 Len=110 TSval=3801421726 TSecr=595283 [TCP segment of a reassembled PDU]"
"718","271.340187","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=6055 Ack=6183 Win=1425 Len=110 TSval=595784 TSecr=3801421726 [TCP segment of a reassembled PDU]"
"719","271.340216","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6183 Ack=6165 Win=501 Len=0 TSval=3801421730 TSecr=595784"
"720","273.427592","192.168.1.7","34.247.232.119","TCP","97","[TCP Retransmission] 57428  >  443 [FIN, PSH, ACK] Seq=968 Ack=4024 Win=64128 Len=31 TSval=3567517824 TSecr=4027650508"
"721","275.842803","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"722","275.848332","192.168.1.5","192.168.1.7","UDP","554","52741  >  45232 Len=512"
"723","276.341183","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=6183 Ack=6165 Win=501 Len=110 TSval=3801426731 TSecr=595784 [TCP segment of a reassembled PDU]"
"724","276.345663","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=6165 Ack=6293 Win=1425 Len=110 TSval=596285 TSecr=3801426731 [TCP segment of a reassembled PDU]"
"725","276.345683","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6293 Ack=6275 Win=501 Len=0 TSval=3801426736 TSecr=596285"
"726","276.844254","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"727","276.849410","192.168.1.5","192.168.1.7","UDP","554","41783  >  45232 Len=512"
"728","277.845472","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"729","277.854005","192.168.1.5","192.168.1.7","UDP","554","45297  >  45232 Len=512"
"730","278.519358","fe80::fa4f:adff:fe1c:cc48","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"731","278.846559","192.168.1.7","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"732","278.851755","192.168.1.5","192.168.1.7","UDP","554","55674  >  45232 Len=512"
"733","278.898631","192.168.1.5","224.0.0.251","MDNS","185","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QU"" question ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"734","278.899131","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","205","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QU"" question ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"735","279.236405","192.168.1.5","224.0.0.251","MDNS","185","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"736","279.236448","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","205","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"737","279.236467","fe80::fa4f:adff:fe1c:cc48","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"738","279.441058","192.168.1.5","224.0.0.251","MDNS","185","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"739","279.441091","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","205","Standard query 0x0000 ANY MATIASMOREIRA._androidtvremote._tcp.local, ""QM"" question ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question SRV 0 0 6466 Android.local A 192.168.1.5 AAAA fe80::fa4f:adff:fe1c:cc48"
"740","279.748345","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"741","279.748387","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"742","280.669931","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"743","280.669964","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"744","281.346956","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=6293 Ack=6275 Win=501 Len=110 TSval=3801431737 TSecr=596285 [TCP segment of a reassembled PDU]"
"745","281.351167","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=6275 Ack=6403 Win=1425 Len=110 TSval=596785 TSecr=3801431737 [TCP segment of a reassembled PDU]"
"746","281.351186","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6403 Ack=6385 Win=501 Len=0 TSval=3801431741 TSecr=596785"
"747","282.718080","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"748","282.718112","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"749","285.085815","192.168.1.7","157.240.216.60","TLSv1.2","97","Application Data"
"750","285.148266","157.240.216.60","192.168.1.7","TCP","66","443  >  38590 [ACK] Seq=8169 Ack=498 Win=202 Len=0 TSval=207960204 TSecr=1151834030"
"751","285.236339","157.240.216.60","192.168.1.7","TLSv1.2","104","Application Data"
"752","285.236364","192.168.1.7","157.240.216.60","TCP","66","38590  >  443 [ACK] Seq=498 Ack=8207 Win=501 Len=0 TSval=1151834180 TSecr=207960292"
"753","286.351617","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=6403 Ack=6385 Win=501 Len=110 TSval=3801436742 TSecr=596785 [TCP segment of a reassembled PDU]"
"754","286.356003","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=6385 Ack=6513 Win=1425 Len=110 TSval=597286 TSecr=3801436742 [TCP segment of a reassembled PDU]"
"755","286.356022","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6513 Ack=6495 Win=501 Len=0 TSval=3801436746 TSecr=597286"
"756","286.711498","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"757","286.711536","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"758","286.917135","192.168.1.2","224.0.0.251","MDNS","136","Standard query 0x0011 PTR _%9E5E7C8F47989526C9BCD95D24084F6F0B27C5ED._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"759","286.917165","192.168.1.5","224.0.0.251","MDNS","456","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"760","286.917169","192.168.1.5","224.0.0.251","MDNS","408","Standard query response 0x0000 PTR UnionTV-7990a23fb007d577b5112dbed190e2c8._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 7990a23f-b007-d577-b511-2dbed190e2c8.local A, cache flush 192.168.1.5"
"761","290.323570","IntelCor_7a:04:86","Fiberhom_dd:8c:b8","ARP","42","Who has 192.168.1.1? Tell 192.168.1.7"
"762","290.325091","Fiberhom_dd:8c:b8","IntelCor_7a:04:86","ARP","42","192.168.1.1 is at 14:22:33:dd:8c:b8"
"763","291.356511","192.168.1.7","192.168.1.5","TCP","176","60876  >  8009 [PSH, ACK] Seq=6513 Ack=6495 Win=501 Len=110 TSval=3801441747 TSecr=597286 [TCP segment of a reassembled PDU]"
"764","291.361096","192.168.1.5","192.168.1.7","TCP","176","8009  >  60876 [PSH, ACK] Seq=6495 Ack=6623 Win=1425 Len=110 TSval=597786 TSecr=3801441747 [TCP segment of a reassembled PDU]"
"765","291.361115","192.168.1.7","192.168.1.5","TCP","66","60876  >  8009 [ACK] Seq=6623 Ack=6605 Win=501 Len=0 TSval=3801441751 TSecr=597786"
"766","294.801582","192.168.1.5","224.0.0.251","MDNS","448","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"767","294.801638","fe80::fa4f:adff:fe1c:cc48","ff02::fb","MDNS","468","Standard query response 0x0000 TXT, cache flush PTR _androidtvremote._tcp.local PTR MATIASMOREIRA._androidtvremote._tcp.local SRV, cache flush 0 0 6466 Android.local PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 192.168.1.5 AAAA, cache flush fe80::fa4f:adff:fe1c:cc48 NSEC, cache flush MATIASMOREIRA._androidtvremote._tcp.local NSEC, cache flush 5.1.168.192.in-addr.arpa NSEC, cache flush 8.4.C.C.C.1.E.F.F.F.D.A.F.4.A.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
